S	0.0
Hey	0.0
how	0.0
are	0.0
you	0.0
doing	0.0
L	0.0
Yeah	0.0
good	0.0
S	0.0
Hey	0.0
how	0.0
are	0.0
you	0.0
doing	0.0
L	0.0
Yeah	0.0
good	0.0
S	0.0
How	0.0
has	0.0
been	0.0
for	0.0
you	0.0
L	0.0
Ah	0.0
everything	0.0
is	0.0
great	0.0
S	0.0
Ah	0.0
do	0.0
you	0.0
like	0.0
traveling	0.0
L	0.0
Yeah	0.0
I	0.0
like	0.0
traveling	0.0
S	0.0
Yeah	0.0
I	0.0
like	0.0
traveling	0.0
a	0.0
lot	0.0
but	0.0
ah	0.0
S	0.0
ah	0.0
I	0.0
have	0.0
issues	0.0
with	0.0
beeing	0.0
traveling	0.0
Do	0.0
you	0.0
have	0.0
that	0.0
issue	0.0
as	0.0
well	0.0
L	0.5
um	0.0
S	0.0
ah	0.0
I	0.0
have	0.5
issues	0.0
with	0.0
beeing	0.0
traveling	0.0
Do	0.0
you	0.5
have	0.0
that	0.0
issue	0.0
as	0.0
well	0.0
S	0.0
ah	0.0
I	0.0
have	0.0
issues	0.0
with	0.0
beeing	0.0
traveling	0.0
Do	0.0
you	0.0
have	0.0
that	0.0
issue	0.0
as	0.0
well	0.0
S	0.0
I	0.0
always	0.0
feel	0.0
that	0.0
Im	0.0
really	0.0
scared	0.0
when	0.0
Im	0.0
boarding	0.0
a	0.0
flight	0.0
L	0.0
Yeah	0.0
Im	0.0
with	0.0
you	0.0
S	0.0
See	0.0
Its	0.0
safe	0.0
but	0.0
Its	0.0
not	0.0
safe	0.0
L	0.0
Yeah	0.0
S	0.0
Um	0.0
Ive	0.0
always	0.0
suspected	0.0
that	0.0
things	0.0
will	0.0
go	0.0
wrong	0.0
and	0.0
I	0.0
never	0.0
had	0.0
experienced	0.0
but	0.0
S	0.0
Quite	0.0
recently	0.0
as	0.0
a	0.0
week	0.0
before	0.0
S	0.0
I	0.0
actually	0.0
was	0.0
traveling	0.0
to	0.0
Brussels	0.0
S	0.0
Normally	0.0
what	0.0
I	0.0
would	0.0
do	0.0
I	0.0
take	0.0
a	0.0
train	0.0
from	0.0
Hamburg	0.0
and	0.0
then	0.0
I	0.0
go	0.0
there	0.0
S	0.0
But	0.0
ah	0.0
S	0.0
I	0.0
got	0.0
this	0.0
really	0.0
cheap	0.0
flight	0.0
on	0.0
company	0.0
name	0.0
and	0.0
I	0.0
thought	0.0
why	0.0
not	0.0
try	0.0
this	0.0
L	0.0
laughs	0.0
S	0.0
I	0.0
got	0.0
this	0.0
really	0.0
cheap	0.0
flight	0.0
on	0.0
company	0.0
name	0.0
and	0.0
I	0.0
thought	0.0
why	0.0
not	0.0
try	0.0
this	0.0
S	0.5
One	0.5
fifth	0.5
or	0.5
one	0.5
sixth	0.0
of	0.5
the	0.5
journey	0.5
time	0.5
L	0.5
laughs	0.0
S	0.0
One	0.0
fifth	0.0
or	0.0
one	0.0
sixth	0.0
of	0.0
the	0.0
journey	0.0
time	0.0
L	0.0
uhhuh	0.0
S	0.0
One	0.0
fifth	0.0
or	0.0
one	0.0
sixth	0.0
of	0.0
the	0.0
journey	0.0
time	0.0
S	0.5
One	0.5
fifth	0.0
or	0.5
one	0.0
sixth	0.5
of	0.5
the	0.0
journey	0.5
time	0.0
S	0.0
So	0.0
inaudible	0.0
do	0.0
It	0.0
S	0.0
Funny	0.0
thing	0.0
was	0.0
that	0.0
I	0.0
didnt	0.0
notice	0.0
that	0.0
the	0.0
flight	0.0
when	0.0
I	0.0
was	0.0
looking	0.0
for	0.0
S	0.5
I	0.5
didnt	0.5
pay	0.5
attention	0.5
to	0.5
it	0.5
that	0.5
the	0.5
flight	0.5
was	0.5
at	0.5
the	0.5
night	0.5
Its	0.5
just	0.5
fine	0.5
for	0.5
me	0.5
work	0.5
fine	0.5
for	0.5
me	0.5
S	0.5
Funny	0.5
thing	0.5
was	0.5
that	0.5
I	0.5
didnt	0.5
notice	0.5
that	0.5
the	0.5
flight	0.5
when	0.5
I	0.5
was	0.5
looking	0.5
for	0.0
S	0.0
I	0.0
didnt	0.0
pay	0.0
attention	0.0
to	0.0
it	0.0
that	0.0
the	0.0
flight	0.0
was	0.0
at	0.0
the	0.0
night	0.0
Its	0.0
just	0.0
fine	0.0
for	0.0
me	0.0
work	0.0
fine	0.0
for	0.0
me	0.0
S	0.0
Ah	0.0
but	0.0
as	0.0
it	0.0
turned	0.0
out	0.0
ah	0.0
S	0.0
It	0.0
was	0.0
started	0.0
at	0.0
ten	0.0
Do	0.0
you	0.0
know	0.0
the	0.0
airports	0.0
in	0.0
Europe	0.0
closes	0.0
at	0.0
ten	0.0
thirty	0.0
or	0.0
inaudible	0.0
L	0.5
Yeah	0.5
S	0.0
It	0.5
was	0.5
started	0.0
at	0.5
ten	0.5
Do	0.0
you	0.5
know	0.5
the	0.0
airports	0.5
in	0.5
Europe	0.0
closes	0.5
at	0.5
ten	0.0
thirty	0.5
or	0.5
inaudible	0.0
L	0.5
Yeah	0.5
S	0.5
It	0.5
pretty	0.5
was	0.0
the	0.5
last	0.5
flight	0.0
Um	0.5
L	0.5
Yeah	0.0
S	0.0
It	0.0
pretty	0.0
was	0.0
the	0.0
last	0.0
flight	0.0
Um	0.0
L	0.0
Hmm	0.0
S	0.0
It	0.0
pretty	0.0
was	0.0
the	0.0
last	0.0
flight	0.0
Um	0.0
S	0.5
Um	0.0
So	0.0
I	0.5
went	0.0
to	0.0
the	0.0
airport	0.5
Is	0.0
was	0.0
pretty	0.0
much	0.5
dark	0.0
everywhere	0.0
S	0.5
It	0.0
pretty	0.0
was	0.0
the	0.5
last	0.0
flight	0.0
Um	0.0
S	0.0
Um	0.0
So	0.0
I	0.0
went	0.0
to	0.0
the	0.0
airport	0.0
Is	0.0
was	0.0
pretty	0.0
much	0.0
dark	0.0
everywhere	0.0
S	0.0
It	0.0
was	0.0
You	0.0
know	0.0
Hamburg	0.0
weather	0.0
of	0.0
rain	0.0
a	0.0
bit	0.0
of	0.0
a	0.0
storm	0.0
was	0.0
going	0.0
on	0.0
S	0.0
Um	0.0
inaudible	0.0
the	0.0
airport	0.0
the	0.0
was	0.0
a	0.0
huge	0.0
queue	0.0
for	0.0
check	0.0
in	0.0
L	0.5
Uhhuh	0.0
S	0.0
Um	0.0
inaudible	0.0
the	0.5
airport	0.0
the	0.0
was	0.0
a	0.0
huge	0.5
queue	0.0
for	0.0
check	0.0
in	0.0
L	0.0
Uhhuh	0.0
S	0.0
Uh	0.0
Apparently	0.0
there	0.0
were	0.0
many	0.0
flights	0.0
going	0.0
at	0.0
that	0.0
time	0.0
because	0.0
of	0.0
the	0.0
storm	0.0
There	0.0
were	0.0
flight	0.0
delayed	0.0
S	0.0
Somehow	0.0
I	0.0
had	0.0
to	0.0
go	0.0
to	0.0
the	0.0
check	0.0
in	0.0
process	0.0
because	0.0
I	0.0
had	0.0
some	0.0
luggage	0.0
S	0.0
Took	0.0
me	0.0
a	0.0
lot	0.0
of	0.0
time	0.0
for	0.0
that	0.0
to	0.0
happen	0.0
just	0.0
banished	0.0
to	0.0
reach	0.0
the	0.0
flight	0.0
before	0.0
it	0.0
actually	0.0
took	0.0
off	0.0
uh	0.0
S	0.0
Before	0.0
the	0.0
boarding	0.0
started	0.0
of	0.0
the	0.0
boarding	0.0
ended	0.0
uh	0.0
L	0.5
uhhuh	0.0
S	0.0
Before	0.0
the	0.0
boarding	0.0
started	0.5
of	0.0
the	0.0
boarding	0.0
ended	0.0
uh	0.0
S	0.0
Before	0.0
the	0.0
boarding	0.0
started	0.0
of	0.0
the	0.0
boarding	0.0
ended	0.0
uh	0.0
S	0.5
We	0.5
boarded	0.5
an	0.5
you	0.5
know	0.5
S	0.5
Before	0.0
the	0.5
boarding	0.5
started	0.5
of	0.5
the	0.5
boarding	0.5
ended	0.5
uh	0.0
S	0.0
We	0.0
boarded	0.0
an	0.0
you	0.0
know	0.0
S	0.0
Its	0.0
not	0.0
the	0.0
boarding	0.0
with	0.0
the	0.0
bridge	0.0
on	0.0
it	0.0
so	0.0
you	0.0
have	0.0
to	0.0
get	0.0
down	0.0
and	0.0
get	0.0
into	0.0
a	0.0
bus	0.0
L	0.5
uhhuh	0.0
S	0.5
Its	0.0
not	0.0
the	0.5
boarding	0.0
with	0.5
the	0.0
bridge	0.0
on	0.5
it	0.0
so	0.5
you	0.0
have	0.0
to	0.5
get	0.0
down	0.5
and	0.0
get	0.0
into	0.5
a	0.0
bus	0.0
S	0.0
Its	0.0
not	0.0
the	0.0
boarding	0.0
with	0.0
the	0.0
bridge	0.0
on	0.0
it	0.0
so	0.0
you	0.0
have	0.0
to	0.0
get	0.0
down	0.0
and	0.0
get	0.0
into	0.0
a	0.0
bus	0.0
L	0.0
Yes	0.0
S	0.5
And	0.5
thats	0.5
I	0.5
hate	0.5
that	0.5
L	0.5
Yes	0.0
S	0.0
And	0.0
thats	0.0
I	0.0
hate	0.0
that	0.0
L	0.0
A	0.0
shuttle	0.0
bus	0.0
S	0.0
And	0.0
thats	0.0
I	0.0
hate	0.0
that	0.0
S	0.0
And	0.0
thats	0.0
I	0.0
hate	0.0
that	0.0
S	0.0
And	0.0
the	0.0
bus	0.0
actually	0.0
goes	0.0
to	0.0
the	0.0
plane	0.0
and	0.0
as	0.0
we	0.0
inaudible	0.0
the	0.0
plane	0.0
is	0.0
a	0.0
very	0.0
small	0.0
plane	0.0
L	0.5
Uhhuh	0.5
S	0.0
And	0.5
the	0.0
bus	0.5
actually	0.5
goes	0.0
to	0.5
the	0.0
plane	0.5
and	0.5
as	0.0
we	0.5
inaudible	0.0
the	0.5
plane	0.5
is	0.0
a	0.5
very	0.0
small	0.5
plane	0.0
L	0.0
Uhhuh	0.0
S	0.0
Its	0.0
a	0.0
seventy	0.0
seater	0.0
S	0.0
with	0.0
a	0.0
propellers	0.0
fans	0.0
I	0.0
dont	0.0
like	0.0
those	0.0
